City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Tual,ID,2020-12-23 02:20:29,-5.67,132.75,83.71,75,100,10.02
304,Ozinki,RU,2020-12-23 02:20:29,51.18,49.68,1.2,81,0,3.22
305,Gobabis,NA,2020-12-23 02:20:29,-22.45,18.97,68.0,77,50,1.12
306,Vanavara,RU,2020-12-23 02:20:30,60.34,102.28,-5.15,91,100,3.69
307,Boa Vista,BR,2020-12-23 02:20:30,2.82,-60.67,77.0,88,75,10.29
308,Sorland,NO,2020-12-23 02:20:30,67.67,12.69,41.0,80,75,8.05
309,Vostok,RU,2020-12-23 02:20:31,46.49,135.88,13.48,94,84,2.8
310,Sisimiut,GL,2020-12-23 02:20:31,66.94,-53.67,19.06,94,95,12.21
311,Samana,DO,2020-12-23 02:20:32,19.21,-69.34,75.34,86,10,8.28
312,York,US,2020-12-23 02:16:23,40.13,-77.0,42.8,56,90,9.17
313,Port Blair,IN,2020-12-23 02:20:32,11.67,92.75,80.17,67,69,12.06
314,Port-Cartier,CA,2020-12-23 02:20:32,50.03,-66.87,28.4,63,100,12.75
315,Autazes,BR,2020-12-23 02:20:33,-3.58,-59.13,76.23,93,99,2.01
316,Porto Novo,BJ,2020-12-23 02:20:33,6.5,2.6,82.4,88,40,10.29
317,Pierre,US,2020-12-23 02:20:33,44.37,-100.35,42.8,52,1,9.48
318,Somerset East,ZA,2020-12-23 02:20:34,-32.72,25.59,66.2,69,30,4.76
319,Preobrazheniye,RU,2020-12-23 02:20:34,42.9,133.91,32.04,84,16,6.33
320,Buchach,UA,2020-12-23 02:20:34,49.06,25.39,34.0,97,100,5.99
321,Boueni,YT,2020-12-23 02:20:35,-12.9,45.08,78.8,78,0,4.7
322,Rosetta,EG,2020-12-23 02:20:35,31.4,30.42,64.4,63,40,11.41
323,Manali,IN,2020-12-23 02:20:35,13.17,80.27,71.6,88,40,2.24
324,Itarema,BR,2020-12-23 02:20:36,-2.92,-39.92,78.98,79,60,11.9
325,Bayji,IQ,2020-12-23 02:20:36,34.93,43.49,54.21,61,100,7.56
326,Dakar,SN,2020-12-23 02:20:17,14.69,-17.44,68.0,72,0,12.75
327,Linhares,BR,2020-12-23 02:20:37,-19.39,-40.07,73.9,93,100,3.71
328,Ambilobe,MG,2020-12-23 02:20:37,-13.2,49.05,73.72,85,0,2.26
329,Santiago,CL,2020-12-23 02:18:27,-33.46,-70.65,73.0,46,0,11.41
330,Burgeo,CA,2020-12-23 02:20:37,47.62,-57.62,35.83,83,100,29.12
331,Amzya,RU,2020-12-23 02:20:38,56.24,54.39,22.8,97,100,7.87
332,Mae Sai,TH,2020-12-23 02:20:38,20.43,99.88,61.0,100,0,1.12
333,Meridian,US,2020-12-23 02:20:38,43.61,-116.39,36.0,59,1,4.7
334,Xiongyue,CN,2020-12-23 02:20:39,40.18,122.12,38.52,66,0,19.6
335,Mozarlandia,BR,2020-12-23 02:20:39,-14.74,-50.57,76.14,81,100,2.95
336,Grand-Santi,GF,2020-12-23 02:20:39,4.25,-54.38,73.29,96,100,4.43
337,Kiruna,SE,2020-12-23 02:20:40,67.86,20.23,15.8,92,100,5.59
338,Akhmeta,GE,2020-12-23 02:20:40,42.03,45.21,35.6,93,75,2.24
339,Nicoya,CR,2020-12-23 02:20:40,10.15,-85.45,78.8,69,0,10.29
340,Chapais,CA,2020-12-23 02:20:40,49.78,-74.85,5.0,77,90,10.29
341,Abha,SA,2020-12-23 02:20:41,18.22,42.51,53.6,81,0,0.76
342,Mahebourg,MU,2020-12-23 02:20:41,-20.41,57.7,77.0,78,40,12.75
343,Caravelas,BR,2020-12-23 02:20:42,-17.71,-39.25,76.68,84,63,9.4
344,Waspan,NI,2020-12-23 02:20:42,14.74,-83.97,72.52,96,13,3.85
345,Zhongshu,CN,2020-12-23 02:20:43,24.52,103.77,44.51,85,69,2.68
346,Karaton,ID,2020-12-23 02:20:43,-6.34,106.1,87.01,74,20,8.05
347,Nemuro,JP,2020-12-23 02:20:44,43.32,145.57,39.2,51,20,6.93
348,Vanimo,PG,2020-12-23 02:20:44,-2.67,141.3,85.05,65,58,0.94
349,Thabazimbi,ZA,2020-12-23 02:20:45,-24.59,27.41,71.01,84,100,3.13
350,Isla Mujeres,MX,2020-12-23 02:20:45,21.23,-86.73,75.99,73,20,6.93
351,Hailar,CN,2020-12-23 02:20:45,49.2,119.7,3.31,92,100,8.48
352,Saint-Augustin,CA,2020-12-23 02:20:45,51.23,-58.65,32.99,95,100,21.59
353,Grindavik,IS,2020-12-23 02:20:46,63.84,-22.43,33.8,86,75,6.93
354,Atar,MR,2020-12-23 02:16:08,20.52,-13.05,60.66,33,1,13.58
355,Chernyshevskiy,RU,2020-12-23 02:20:46,63.01,112.47,-25.04,88,100,1.72
356,Saint-Pierre,RE,2020-12-23 02:20:46,-21.34,55.48,77.0,78,20,21.92
357,Bethel,US,2020-12-23 02:20:47,41.37,-73.41,39.99,51,40,16.11
358,Palmer,US,2020-12-23 02:20:47,42.16,-72.33,39.2,64,75,18.34
359,San Luis,AR,2020-12-23 02:19:28,-33.3,-66.34,76.28,36,0,14.23
360,Koumac,NC,2020-12-23 02:20:48,-20.57,164.28,82.74,65,36,8.55
361,Akyab,MM,2020-12-23 02:20:49,20.15,92.9,67.32,72,0,5.26
362,Iralaya,HN,2020-12-23 02:20:49,15.0,-83.23,78.4,85,22,11.3
363,Los Llanos De Aridane,ES,2020-12-23 02:20:50,28.66,-17.92,62.6,63,0,6.93
364,Abeche,TD,2020-12-23 02:20:50,13.83,20.83,68.59,24,0,10.8
365,Husavik,IS,2020-12-23 02:20:50,66.04,-17.34,19.4,79,75,6.93
366,Kitaibaraki,JP,2020-12-23 02:20:50,36.78,140.75,55.99,6,0,1.92
367,Comodoro Rivadavia,AR,2020-12-23 02:20:51,-45.87,-67.5,69.8,35,0,14.99
368,Mut,TR,2020-12-23 02:18:19,36.64,33.44,43.23,64,6,7.27
369,Yulara,AU,2020-12-23 02:20:51,-25.24,130.99,75.2,31,56,20.8
370,Pitimbu,BR,2020-12-23 02:20:52,-7.47,-34.81,77.0,83,20,6.93
371,Ugoofaaru,MV,2020-12-23 02:20:52,5.67,73.0,81.37,81,54,18.21
372,Moussoro,TD,2020-12-23 02:20:53,13.64,16.49,71.53,22,0,8.75
373,San Patricio,US,2020-12-23 02:20:53,28.02,-97.52,69.8,77,90,14.99
374,Sangar,RU,2020-12-23 02:20:54,63.92,127.47,-46.48,77,83,1.9
375,Boende,CD,2020-12-23 02:20:27,-0.22,20.87,71.28,94,100,2.39
376,Saint Anthony,US,2020-12-23 02:20:56,45.02,-93.22,41.0,55,1,14.99
377,Omboue,GA,2020-12-23 02:20:56,-1.57,9.26,76.08,90,72,5.64
378,Russkaya Polyana,UA,2020-12-23 02:20:56,49.42,31.92,24.87,97,0,10.13
379,Lavrentiya,RU,2020-12-23 02:20:57,65.58,-171.0,21.16,97,100,15.14
380,Helena,US,2020-12-23 02:20:57,46.59,-112.04,25.0,85,100,3.0
381,Atchison,US,2020-12-23 02:20:57,39.56,-95.12,57.99,51,100,22.17
382,Rabat,MA,2020-12-23 02:17:15,33.99,-6.84,55.0,100,0,4.0
383,Bonthe,SL,2020-12-23 02:20:58,7.53,-12.51,78.93,84,78,5.73
384,Paita,PE,2020-12-23 02:20:58,-5.09,-81.11,68.95,79,100,13.98
385,Lanzhou,CN,2020-12-23 02:20:58,36.06,103.79,5.0,60,0,6.71
386,Alim,PH,2020-12-23 02:20:59,9.56,122.49,85.41,70,19,12.97
387,Vila Velha,BR,2020-12-23 02:20:59,-20.33,-40.29,78.01,88,75,5.82
388,Mackay,AU,2020-12-23 02:20:27,-21.15,149.2,91.0,62,80,12.75
389,Xinzhi,CN,2020-12-23 02:21:00,36.5,111.7,33.8,60,0,8.23
390,Saint Simons,US,2020-12-23 02:21:00,31.14,-81.39,48.2,70,1,5.55
391,Kingman,US,2020-12-23 02:20:29,35.19,-114.05,53.01,24,1,6.93
392,Bandarbeyla,SO,2020-12-23 02:21:01,9.49,50.81,73.24,75,77,19.53
393,Amarpur,IN,2020-12-23 02:21:02,25.03,86.9,58.95,51,10,2.53
394,Toong,PH,2020-12-23 02:21:02,14.07,120.76,89.01,70,20,6.93
395,Shimoda,JP,2020-12-23 02:21:02,34.67,138.95,55.4,50,20,6.93
396,Talnakh,RU,2020-12-23 02:21:02,69.49,88.4,-41.8,64,40,4.47
397,Kununurra,AU,2020-12-23 02:21:03,-15.77,128.73,82.4,78,75,5.82
398,Milpitas,US,2020-12-23 02:21:03,37.43,-121.91,53.6,46,1,8.05
399,Alice Springs,AU,2020-12-23 02:18:18,-23.7,133.88,62.6,88,90,17.22
400,Kedrovyy,RU,2020-12-23 02:21:04,56.17,91.82,-0.4,77,40,13.42
401,Ahuimanu,US,2020-12-23 02:21:04,21.44,-157.84,84.2,61,1,8.05
402,Gorom-Gorom,BF,2020-12-23 02:21:05,14.44,-0.24,68.34,23,67,9.24
403,Gasa,PS,2020-12-23 02:18:12,31.5,34.47,54.0,100,88,4.83
404,Chabahar,IR,2020-12-23 02:21:06,25.29,60.64,67.5,37,0,15.37
405,Labuhan,ID,2020-12-23 02:21:07,-6.88,112.21,82.81,74,95,11.88
406,Rio Gallegos,AR,2020-12-23 02:21:07,-51.62,-69.22,53.6,37,0,9.17
407,Yangcun,CN,2020-12-23 02:21:07,39.36,117.06,37.4,32,0,11.18
408,Vardo,NO,2020-12-23 02:21:08,70.37,31.11,34.12,89,100,15.21
409,Ippy,CF,2020-12-23 02:21:08,6.27,21.22,73.31,30,72,5.3
410,Dandong,CN,2020-12-23 02:21:09,40.13,124.39,37.56,78,22,6.76
411,Tazovskiy,RU,2020-12-23 02:21:09,67.47,78.7,-33.57,84,98,1.59
412,Deputatskiy,RU,2020-12-23 02:21:09,69.3,139.9,-31.13,86,100,4.36
413,Ballina,AU,2020-12-23 02:21:09,-28.87,153.57,84.2,54,0,19.46
414,Staryy Nadym,RU,2020-12-23 02:21:10,65.61,72.68,-32.91,82,2,6.82
415,Sao Gabriel Da Cachoeira,BR,2020-12-23 02:21:10,-0.13,-67.09,73.89,94,100,0.45
416,Tunduma,TZ,2020-12-23 02:21:10,-9.3,32.77,57.63,100,79,1.81
417,Yulin,CN,2020-12-23 02:21:11,22.63,110.15,59.81,53,100,4.47
418,Antalaha,MG,2020-12-23 02:21:11,-14.9,50.28,73.24,85,22,5.75
419,Otradnoye,RU,2020-12-23 02:21:11,59.78,30.82,33.01,99,100,9.19
420,Longyan,CN,2020-12-23 02:21:11,25.11,117.02,64.0,72,89,3.38
421,Kijang,KR,2020-12-23 02:21:02,35.24,129.21,37.4,69,83,4.7
422,Shitanjing,CN,2020-12-23 02:21:12,39.23,106.34,18.54,73,0,7.63
423,Chokurdakh,RU,2020-12-23 02:21:13,70.63,147.92,-17.37,89,100,5.84
424,Victoria,HK,2020-12-23 02:21:13,22.29,114.16,66.0,75,100,7.94
425,Elliot,ZA,2020-12-23 02:21:14,-31.33,27.85,55.72,92,37,3.96
426,Rock Sound,BS,2020-12-23 02:21:14,24.9,-76.2,74.08,69,0,19.44
427,Girona,ES,2020-12-23 02:21:14,41.98,2.82,51.01,93,0,4.7
428,Namatanai,PG,2020-12-23 02:21:14,-3.67,152.43,83.68,75,100,4.94
429,Mecca,SA,2020-12-23 02:16:23,21.43,39.83,74.61,61,2,2.86
430,Yukamenskoye,RU,2020-12-23 02:21:15,57.89,52.24,26.73,98,99,10.33
431,Jiazi,CN,2020-12-23 02:21:15,22.88,116.07,64.09,72,94,11.07
432,Pisco,PE,2020-12-23 02:20:48,-13.7,-76.22,68.0,82,0,17.22
433,Kloulklubed,PW,2020-12-23 02:21:16,7.04,134.26,84.2,74,75,16.11
434,Qiqihar,CN,2020-12-23 02:21:16,47.34,123.97,11.61,94,100,8.61
435,Kyren,RU,2020-12-23 02:21:16,51.68,102.14,1.53,77,59,4.14
436,Touros,BR,2020-12-23 02:21:17,-5.2,-35.46,78.8,78,20,12.75
437,Wasilla,US,2020-12-23 02:18:50,61.58,-149.44,37.4,74,90,14.99
438,Prince Rupert,CA,2020-12-23 02:21:17,54.32,-130.32,39.2,69,90,9.17
439,Padang,ID,2020-12-23 02:21:17,-0.95,100.35,83.97,69,18,0.72
440,Skibotn,NO,2020-12-23 02:21:18,69.39,20.27,33.8,69,0,18.34
441,Margate,GB,2020-12-23 02:21:18,51.38,1.39,53.01,92,100,1.01
442,Zharkent,KZ,2020-12-23 02:21:18,44.16,80.0,10.2,78,0,0.58
443,Marienburg,PL,2020-12-23 02:21:18,54.04,19.03,41.0,100,100,11.23
444,Can Tho,VN,2020-12-23 02:21:19,10.03,105.78,73.4,83,75,5.82
445,Washington,US,2020-12-23 02:18:34,47.5,-120.5,37.0,55,1,10.29
446,Sitka,US,2020-12-23 02:21:20,57.05,-135.33,42.8,60,90,19.46
447,Udachnyy,RU,2020-12-23 02:21:20,66.42,112.4,-43.6,64,0,4.47
448,Moose Factory,CA,2020-12-23 02:21:20,51.26,-80.61,-5.8,83,1,2.24
449,Qeshm,IR,2020-12-23 02:21:21,26.96,56.27,57.2,53,0,4.7
450,Saldanha,ZA,2020-12-23 02:20:07,-33.01,17.94,64.4,88,0,6.93
451,Komatsu,JP,2020-12-23 02:21:21,36.4,136.45,46.4,81,75,5.82
452,Siyabuswa,ZA,2020-12-23 02:20:08,-25.11,29.04,73.81,74,100,5.32
453,Mwene-Ditu,CD,2020-12-23 02:21:22,-7.0,23.45,64.76,98,100,3.09
454,Zwedru,LR,2020-12-23 02:21:16,6.07,-8.13,71.87,95,39,3.02
455,Lillooet,CA,2020-12-23 02:17:00,50.69,-121.94,28.0,100,90,2.75
456,Ferme-Neuve,CA,2020-12-23 02:21:24,46.7,-75.45,14.0,78,100,4.7
457,Dhidhdhoo,MV,2020-12-23 02:21:24,6.88,73.1,81.21,83,98,20.27
458,Arman,RU,2020-12-23 02:21:24,59.7,150.17,-6.92,83,99,15.17
459,Llandrindod Wells,GB,2020-12-23 02:21:25,52.24,-3.38,43.0,93,98,3.09
460,Sirvintos,LT,2020-12-23 02:21:25,55.05,24.95,33.8,95,90,11.41
461,Port Macquarie,AU,2020-12-23 02:19:12,-31.43,152.92,80.01,40,45,5.99
462,Pervouralsk,RU,2020-12-23 02:21:26,56.91,59.94,19.4,85,75,15.66
463,Sao Joao Da Barra,BR,2020-12-23 02:21:26,-21.64,-41.05,75.42,92,100,10.11
464,Brokopondo,SR,2020-12-23 02:21:26,4.75,-55.17,77.47,87,100,12.95
465,Seoul,KR,2020-12-23 02:18:59,37.57,126.98,39.2,81,90,3.53
466,Leh,IN,2020-12-23 02:21:27,34.17,77.58,3.02,58,0,2.8
467,Chokwe,MZ,2020-12-23 02:21:27,-24.53,32.98,78.84,82,18,8.57
468,Vikhorevka,RU,2020-12-23 02:21:28,56.12,101.16,0.0,77,100,8.95
469,Beringovskiy,RU,2020-12-23 02:21:28,63.05,179.32,-17.81,85,52,16.55
470,Woodstock,CA,2020-12-23 02:18:15,43.13,-80.75,32.0,95,91,3.36
471,Porto Torres,IT,2020-12-23 02:21:29,40.84,8.4,59.0,82,20,2.24
472,Majene,ID,2020-12-23 02:21:30,-3.54,118.97,86.36,63,36,7.54
473,Sandwick,GB,2020-12-23 02:21:30,60.0,-1.25,41.0,86,0,6.93
474,Marawi,PH,2020-12-23 02:21:30,8.0,124.29,82.99,79,7,5.01
475,Puquio,PE,2020-12-23 02:21:30,-14.7,-74.13,53.53,61,100,2.39
476,Alta Floresta,BR,2020-12-23 02:21:31,-9.88,-56.09,73.13,88,100,0.49
477,Jati,PK,2020-12-23 02:21:31,24.35,68.27,57.47,35,0,10.11
478,Isangel,VU,2020-12-23 02:21:31,-19.55,169.27,86.0,74,75,5.82
479,Emba,KZ,2020-12-23 02:21:31,48.83,58.14,-4.32,74,0,2.37
480,Bintulu,MY,2020-12-23 02:16:33,3.17,113.03,78.8,94,20,3.36
481,Belmonte,BR,2020-12-23 02:21:32,-15.86,-38.88,77.0,83,0,6.93
482,Marsabit,KE,2020-12-23 02:21:32,2.33,37.99,66.6,73,1,5.19
483,Pohrebyshche,UA,2020-12-23 02:21:32,49.49,29.26,28.44,94,100,15.37
484,Hvolsvollur,IS,2020-12-23 02:21:33,63.75,-20.22,19.99,92,24,1.57
485,Beloha,MG,2020-12-23 02:21:33,-25.17,45.05,74.91,73,56,7.09
486,Nishihara,JP,2020-12-23 02:21:33,26.18,127.76,71.6,60,75,17.22
487,Faya,SA,2020-12-23 02:21:33,18.39,42.45,53.6,81,0,0.74
488,Ranong,TH,2020-12-23 02:21:34,9.97,98.63,73.4,94,20,5.53
489,Lorengau,PG,2020-12-23 02:21:34,-2.02,147.27,84.11,74,96,3.04
490,Orange Cove,US,2020-12-23 02:21:34,36.62,-119.31,43.0,100,90,4.7
491,Henties Bay,NA,2020-12-23 02:21:34,-22.12,14.28,66.0,89,0,1.99
492,Dauriya,RU,2020-12-23 02:21:35,49.93,116.87,1.62,90,100,6.46
493,Odweyne,SO,2020-12-23 02:21:35,9.41,45.06,64.2,37,47,18.05
494,Tuy Hoa,VN,2020-12-23 02:21:35,13.08,109.3,72.34,87,100,9.98
495,Half Moon Bay,US,2020-12-23 02:21:36,37.46,-122.43,53.01,87,1,8.05
496,Yeppoon,AU,2020-12-23 02:21:36,-23.13,150.73,91.4,38,90,5.82
497,Yarqa,JO,2020-12-23 02:21:37,31.98,35.69,48.2,70,20,3.74
498,Wattegama,LK,2020-12-23 02:21:37,6.8,81.48,73.4,100,40,2.24
499,Sao Jose Da Coroa Grande,BR,2020-12-23 02:21:37,-8.9,-35.15,77.14,80,100,9.4
500,General Roca,AR,2020-12-23 02:21:37,-39.03,-67.58,82.4,21,0,8.05
501,Tongzi,CN,2020-12-23 02:21:37,28.78,105.09,47.43,66,36,3.58
502,Misratah,LY,2020-12-23 02:21:38,32.38,15.09,62.28,73,2,8.16
503,Auki,SB,2020-12-23 02:21:38,-8.77,160.7,85.12,73,96,2.57
504,Kristiinankaupunki,FI,2020-12-23 02:21:38,62.27,21.38,37.58,95,100,17.81
505,Bondo,CD,2020-12-23 02:21:38,3.81,23.69,73.99,63,95,2.21
506,Cayenne,GF,2020-12-23 02:21:39,4.93,-52.33,78.8,88,98,5.82
507,Takoradi,GH,2020-12-23 02:21:39,4.88,-1.76,78.71,88,1,7.9
508,Makakilo City,US,2020-12-23 02:21:39,21.35,-158.09,84.2,61,75,9.17
509,Adrar,MR,2020-12-23 02:21:39,20.5,-10.07,56.44,39,0,12.82
510,Qaqortoq,GL,2020-12-23 02:21:40,60.72,-46.03,33.8,50,100,5.82
511,Kurilsk,RU,2020-12-23 02:21:40,45.23,147.88,30.31,95,99,17.52
512,Tezu,IN,2020-12-23 02:21:40,27.92,96.17,65.28,41,0,0.94
513,Imbituba,BR,2020-12-23 02:21:40,-28.24,-48.67,71.6,73,75,4.7
514,Vodnyy,RU,2020-12-23 02:21:41,63.5,53.41,33.67,95,100,10.47
515,Likasi,CD,2020-12-23 02:21:41,-10.98,26.73,63.1,99,100,4.36
516,Salinas,US,2020-12-23 02:17:04,36.68,-121.66,55.4,62,1,11.41
517,Uarini,BR,2020-12-23 02:21:41,-2.99,-65.11,75.31,90,100,0.89
518,Borogontsy,RU,2020-12-23 02:21:42,62.67,131.17,-46.89,76,80,2.44
519,Ca Mau,VN,2020-12-23 02:21:42,9.18,105.15,68.97,87,100,8.66
520,Roald,NO,2020-12-23 02:21:42,62.58,6.13,42.8,87,100,11.41
521,Valparaiso,CL,2020-12-23 02:21:42,-33.04,-71.63,57.2,93,90,4.7
522,Grand Gaube,MU,2020-12-23 02:21:43,-20.01,57.66,78.01,74,45,10.0
523,Maridi,SS,2020-12-23 02:21:43,4.92,29.47,69.8,57,24,1.23
524,Yashan,CN,2020-12-23 02:21:43,22.2,109.94,63.46,52,76,6.8
525,Fernley,US,2020-12-23 02:21:43,39.61,-119.25,36.0,48,0,3.0
526,Miyako,JP,2020-12-23 02:21:43,39.64,141.95,44.91,60,23,5.14
527,Hokitika,NZ,2020-12-23 02:21:23,-42.72,170.97,56.46,91,100,4.94
528,Bonavista,CA,2020-12-23 02:21:44,48.65,-53.11,37.4,79,57,17.22
529,Binga,ZW,2020-12-23 02:21:44,-17.62,27.34,74.37,73,100,2.57
530,Ntcheu,MW,2020-12-23 02:21:44,-14.82,34.64,65.59,90,72,2.01
531,Olinda,BR,2020-12-23 02:17:25,-8.01,-34.86,78.8,65,40,8.05
532,Salina Cruz,MX,2020-12-23 02:21:45,16.17,-95.2,79.38,61,0,16.89
533,Niesky,DE,2020-12-23 02:21:45,51.29,14.82,48.0,99,100,1.99
534,Miraflores,MX,2020-12-23 02:21:45,19.22,-98.81,68.0,42,75,9.17
535,Korla,CN,2020-12-23 02:20:25,41.76,86.15,17.46,92,0,2.95
536,Manjacaze,MZ,2020-12-23 02:21:46,-24.71,33.88,75.94,77,22,8.61
537,Troitsko-Pechorsk,RU,2020-12-23 02:21:46,62.71,56.2,33.37,96,100,8.86
538,Bagdarin,RU,2020-12-23 02:21:46,54.43,113.6,-2.27,76,91,1.86
539,Vieksniai,LT,2020-12-23 02:21:47,56.23,22.52,32.0,96,90,6.93
540,Horta,PT,2020-12-23 02:21:47,38.53,-28.63,55.51,67,34,21.5
541,Ndjole,GA,2020-12-23 02:21:47,-0.18,10.76,73.18,95,99,1.25
542,Jiexiu,CN,2020-12-23 02:21:33,37.02,111.91,30.65,64,0,9.08
543,Sovetskiy,RU,2020-12-23 02:21:47,61.36,63.58,15.28,97,100,7.54
544,Shuyskoye,RU,2020-12-23 02:21:48,59.37,41.03,25.2,98,100,5.91
545,Serra Talhada,BR,2020-12-23 02:21:48,-7.99,-38.3,81.66,50,100,12.73
546,Ushtobe,KZ,2020-12-23 02:21:48,45.25,77.98,4.84,82,0,4.76
547,Katghora,IN,2020-12-23 02:21:48,22.5,82.55,53.06,48,18,4.88
548,Mandiana,GN,2020-12-23 02:21:48,10.63,-8.68,70.79,23,98,3.56
549,Nichinan,JP,2020-12-23 02:21:49,31.6,131.37,50.0,57,75,6.93
550,Jardim,BR,2020-12-23 02:21:49,-21.48,-56.14,77.59,70,0,3.8
551,Port Hueneme,US,2020-12-23 02:21:49,34.15,-119.2,57.2,87,1,3.36
552,Ligayan,PH,2020-12-23 02:21:49,4.65,119.47,83.17,74,100,5.21
553,Lipetsk,RU,2020-12-23 02:21:49,52.6,39.57,17.6,85,90,4.47
554,Pirai,BR,2020-12-23 02:21:47,-22.63,-43.9,69.8,94,90,9.17
555,Merauke,ID,2020-12-23 02:18:38,-8.47,140.33,85.19,71,21,4.76
